,Topic,Count,Name,-1,0,1
0,-1.0,15.0,-1_child_insurance_risk_country,"('child', 0.060810806066394996)","('risk', 0.036448671046728956)","('health', 0.12238777836873466)"
1,0.0,55.0,0_risk_disaster_country_vulnerability,"('insurance', 0.048008113748530555)","('disaster', 0.03571117523448493)","('impact', 0.0401680252051801)"
2,1.0,22.0,1_health_impact_care_social,"('risk', 0.04280988973933331)","('country', 0.02921816441907984)","('care', 0.03359162708526891)"
3,,,,"('country', 0.03437715865733631)","('vulnerability', 0.026893932156852905)","('social', 0.03158375368530275)"
4,,,,"('people', 0.03361156732273764)","('community', 0.026868208040469167)","('system', 0.02794626456498655)"
5,,,,"('disaster', 0.0330686421821238)","('based', 0.022968897082749587)","('science', 0.026354454472533744)"
6,,,,"('household', 0.031060364939229652)","('impact', 0.0226561999222855)","('effect', 0.026319794737752294)"
7,,,,"('health', 0.03053132702527703)","('vulnerable', 0.021414711385042022)","('public', 0.02532465054781861)"
8,,,,"('resettlement', 0.02955971044020153)","('group', 0.0203050770911582)","('dengue', 0.024994736263514172)"
9,,,,"('bogota', 0.02955971044020153)","('area', 0.020196140864556154)","('malaria', 0.024994736263514172)"
