,Topic,Count,Name,-1,0,1
0,-1.0,9.0,-1_cost_mpa_country_global,"('cost', 0.07937639471690126)","('risk', 0.030246520521911173)","('policy', 0.0475475935263229)"
1,0.0,65.0,0_risk_temperature_area_model,"('mpa', 0.06235817087570382)","('temperature', 0.026099520875243247)","('support', 0.03107386773042095)"
2,1.0,46.0,1_policy_support_action_country,"('country', 0.05613674507412863)","('area', 0.025159160264084574)","('action', 0.029793870776685417)"
3,,,,"('global', 0.05112851145001536)","('model', 0.0232113998818656)","('country', 0.028990323295394502)"
4,,,,"('management', 0.044739607276994886)","('data', 0.021846023418226446)","('public', 0.027334752445266997)"
5,,,,"('plan', 0.04256960065245777)","('urban', 0.02176243125909031)","('city', 0.024727040457836486)"
6,,,,"('water', 0.04174942782365501)","('result', 0.020855663289961544)","('island', 0.023330586624925955)"
7,,,,"('demand', 0.04084419863028599)","('year', 0.02026171118267721)","('state', 0.023066222536788708)"
8,,,,"('irrigation', 0.04084419863028599)","('effect', 0.018197568837880828)","('knowledge', 0.022444249082901126)"
9,,,,"('estimate', 0.03788903627803924)","('based', 0.01771877100107096)","('study', 0.02210512993108918)"
