,Topic,Count,Name,-1,0,1
0,-1.0,67.0,-1_social_policy_knowledge_local,"('social', 0.036162203353706915)","('stakeholder', 0.054542038103983594)","('development', 0.04780573701632293)"
1,0.0,24.0,0_stakeholder_decision_science_knowledge,"('policy', 0.034755228139147845)","('decision', 0.0493567000328919)","('planning', 0.04523736406948271)"
2,1.0,11.0,1_development_planning_policy_sector,"('knowledge', 0.027642581475583516)","('science', 0.046923325601679985)","('policy', 0.04258462021860101)"
3,,,,"('local', 0.02641118872873801)","('knowledge', 0.042750631658114664)","('sector', 0.038830243328759506)"
4,,,,"('learning', 0.025904682406331526)","('project', 0.03847067786109618)","('workshop', 0.03832117479260868)"
5,,,,"('approach', 0.025566304939767227)","('resource', 0.03460846502447782)","('practice', 0.03712292392339144)"
6,,,,"('practice', 0.0254210083603223)","('information', 0.03422262723838445)","('government', 0.03648725845294087)"
7,,,,"('process', 0.025393390780647004)","('maker', 0.029199346366457907)","('function', 0.03353102794353259)"
8,,,,"('literature', 0.02433031713174729)","('policy', 0.026680441504825923)","('organisation', 0.03353102794353259)"
9,,,,"('action', 0.022073288508158945)","('researcher', 0.02643402779708733)","('need', 0.033462579451699406)"
