,Topic,Count,Name,-1,0,1
0,-1.0,53.0,-1_policy_planning_barrier_process,"('policy', 0.0412030044820662)","('policy', 0.08649265890498391)","('risk', 0.0722099800571363)"
1,0.0,26.0,0_policy_governance_level_national,"('planning', 0.033914172678334194)","('governance', 0.07289029763480011)","('impact', 0.041982135428631696)"
2,1.0,24.0,1_risk_impact_uncertainty_model,"('barrier', 0.02886652100289668)","('level', 0.04662371388421864)","('uncertainty', 0.03764336211991423)"
3,,,,"('process', 0.027036885364544173)","('national', 0.031623913881863926)","('model', 0.03739538083484788)"
4,,,,"('knowledge', 0.022248139845169174)","('action', 0.031356144691792535)","('local', 0.03637715388531308)"
5,,,,"('approach', 0.021655592836696675)","('state', 0.031198410497104777)","('community', 0.03619694927359035)"
6,,,,"('capacity', 0.02093086749760731)","('capacity', 0.02992310752058744)","('vulnerability', 0.027376990632664893)"
7,,,,"('framework', 0.020797604126572444)","('framework', 0.028741505643302887)","('development', 0.02726493624043889)"
8,,,,"('impact', 0.020420527362643034)","('local', 0.028528185060950638)","('island', 0.025601952158692955)"
9,,,,"('spatial', 0.02015482966827461)","('measure', 0.027604227794754653)","('based', 0.024863774570779883)"
