,Topic,Count,Name,-1,0,1
0,-1.0,60.0,-1_policy_health_planning_risk,"('policy', 0.03869077900339486)","('policy', 0.04475157573786783)","('risk', 0.06531972900894581)"
1,0.0,30.0,0_policy_adaptive_governance_environmental,"('health', 0.03209015941759404)","('adaptive', 0.035425244600115036)","('vulnerability', 0.05600075302233737)"
2,1.0,15.0,1_risk_vulnerability_community_urban,"('planning', 0.03194673921055683)","('governance', 0.034840131090384495)","('community', 0.045718614908045414)"
3,,,,"('risk', 0.031109914780190553)","('environmental', 0.0318133221885046)","('urban', 0.04185670180009201)"
4,,,,"('coastal', 0.028889971657064695)","('management', 0.030192829375861895)","('disaster', 0.03760223170911742)"
5,,,,"('water', 0.027931439278318117)","('based', 0.030015328848150006)","('hazard', 0.03659471045436894)"
6,,,,"('impact', 0.02686907734484805)","('system', 0.027571545896703988)","('project', 0.033607832799463166)"
7,,,,"('challenge', 0.024859981895857856)","('challenge', 0.02706765637508784)","('policy', 0.033036315328560405)"
8,,,,"('management', 0.02415216331257538)","('social', 0.026649691682320405)","('study', 0.0318067549560227)"
9,,,,"('cultural', 0.022778261291335165)","('actor', 0.025870459026196765)","('management', 0.03138198234990657)"
