,Topic,Count,Name,-1,0,1
0,-1.0,54.0,-1_impact_policy_risk_future,"('impact', 0.02975230318875558)","('country', 0.0406095273524647)","('decision', 0.06928060050053453)"
1,0.0,23.0,0_country_development_policy_need,"('policy', 0.02909334417311025)","('development', 0.03999335006315424)","('planning', 0.04882050057717774)"
2,1.0,13.0,1_decision_planning_process_model,"('risk', 0.027503312430105953)","('policy', 0.039550304536422366)","('process', 0.044502977312416585)"
3,,,,"('future', 0.025763238931332404)","('need', 0.026491942080746365)","('model', 0.03886723103067485)"
4,,,,"('health', 0.025121109240297892)","('strategy', 0.026355223407069053)","('design', 0.03654726702082014)"
5,,,,"('model', 0.023915398938448188)","('cca', 0.026323827360389837)","('chain', 0.03125213592094138)"
6,,,,"('vulnerability', 0.023560291151658138)","('drr', 0.025592992083620997)","('cost', 0.03001966736450605)"
7,,,,"('mitigation', 0.022855622088291058)","('challenge', 0.025239638405811664)","('result', 0.029500085896625852)"
8,,,,"('global', 0.022636721147155568)","('national', 0.02435125093979127)","('need', 0.028866916875222724)"
9,,,,"('in', 0.022174391672148838)","('use', 0.022668995213425837)","('heritage', 0.028497299110491526)"
