,Topic,Count,Name,-1,0,1
0,-1.0,106.0,-1_farmer_agricultural_crop_information,"('farmer', 0.08331464875381228)","('farmer', 0.11307266596684866)","('farmer', 0.06548319192099075)"
1,0.0,15.0,0_farmer_measure_factor_cotton,"('agricultural', 0.03475277792374629)","('measure', 0.05272246740628196)","('strategy', 0.056143845668663366)"
2,1.0,14.0,1_farmer_strategy_livelihood_farm,"('crop', 0.03441682355168222)","('factor', 0.0488309305032039)","('livelihood', 0.050468644064592484)"
3,,,,"('information', 0.030945173603333223)","('cotton', 0.04816012120853322)","('farm', 0.039787614185096715)"
4,,,,"('strategy', 0.030041803608671768)","('facc', 0.04439676845847171)","('household', 0.038334464580421175)"
5,,,,"('farm', 0.02976439168578207)","('education', 0.03438320964700446)","('use', 0.035600468259250985)"
6,,,,"('practice', 0.02510656539358468)","('significant', 0.03353862700041414)","('technology', 0.03507749296330732)"
7,,,,"('impact', 0.02496755986052808)","('agricultural', 0.03261008856313981)","('csa', 0.03491910857843249)"
8,,,,"('model', 0.024634659062387706)","('perception', 0.030953466662366595)","('system', 0.03296083346533528)"
9,,,,"('result', 0.02439338569773424)","('used', 0.027983868582708328)","('intervention', 0.02972703935812894)"
