,Topic,Count,Name,-1,0,1
0,-1.0,14.0,-1_vulnerability_decision_community_approach,"('vulnerability', 0.07583799175961828)","('policy', 0.05093518554867194)","('risk', 0.11332506414625931)"
1,0.0,26.0,0_policy_capacity_process_governance,"('decision', 0.05039502919813583)","('capacity', 0.044424576390364554)","('disaster', 0.0693113831701113)"
2,1.0,18.0,1_risk_disaster_social_port,"('community', 0.045500260765908705)","('process', 0.041648040365966775)","('social', 0.04761047042049001)"
3,,,,"('approach', 0.04487173670056152)","('governance', 0.03865142136739468)","('port', 0.043523565641005714)"
4,,,,"('regional', 0.039181994750069)","('adaptive', 0.03624567805705914)","('policy', 0.0430809544386484)"
5,,,,"('based', 0.03800901385214428)","('approach', 0.0343963874808732)","('resilience', 0.037546741360363525)"
6,,,,"('resilience', 0.03455552031831124)","('action', 0.033956841862065414)","('loss', 0.03561638766808216)"
7,,,,"('local', 0.03455552031831124)","('development', 0.0317627017005095)","('impact', 0.03476622654094936)"
8,,,,"('making', 0.033893700380591446)","('framework', 0.028465957052419166)","('damage', 0.033072359977504864)"
9,,,,"('in', 0.03387412832423987)","('institutional', 0.028399669025871165)","('reduction', 0.0326222007894558)"
