,Topic,Count,Name,-1,0,1
0,-1.0,52.0,-1_land_crop_region_production,"('land', 0.03444606978703475)","('yield', 0.0723928171057179)","('farmer', 0.09763318907240658)"
1,0.0,27.0,0_yield_crop_model_water,"('crop', 0.03430091660069574)","('crop', 0.05968890839039508)","('perception', 0.04891805056359113)"
2,1.0,14.0,1_farmer_perception_household_analysis,"('region', 0.02921271864052233)","('model', 0.037463600832092166)","('household', 0.04672278740955776)"
3,,,,"('production', 0.028894853887662532)","('water', 0.035474244601768685)","('analysis', 0.04239398249916559)"
4,,,,"('yield', 0.02873778407963946)","('wheat', 0.03312304883368153)","('rainfall', 0.04182934377528096)"
5,,,,"('system', 0.027953509908189008)","('soil', 0.031242940393547122)","('farm', 0.041193647117337834)"
6,,,,"('impact', 0.027442347398329625)","('temperature', 0.030764357555612944)","('strategy', 0.038777975945280804)"
7,,,,"('drought', 0.02595814410379261)","('impact', 0.02957206674133895)","('forecast', 0.036752425195096874)"
8,,,,"('water', 0.025791601724552606)","('maize', 0.02890513138267605)","('impact', 0.034692400945895534)"
9,,,,"('agriculture', 0.024188270642170388)","('production', 0.028718367374125593)","('data', 0.03273132595655586)"
