,Topic,Count,Name,-1,0,1
0,-1.0,69.0,-1_policy_planning_capacity_model,"('policy', 0.04260765047171157)","('policy', 0.05058384020343579)","('risk', 0.06957896766201534)"
1,0.0,104.0,0_policy_governance_barrier_framework,"('planning', 0.04075236375325982)","('governance', 0.029697742213360204)","('vulnerability', 0.048939054907870774)"
2,1.0,35.0,1_risk_vulnerability_community_resilience,"('capacity', 0.028210032213447513)","('barrier', 0.024630533555270798)","('community', 0.04235148269234065)"
3,,,,"('model', 0.02813793202645058)","('framework', 0.023985799038989973)","('resilience', 0.03658637597613782)"
4,,,,"('health', 0.02813793202645058)","('strategy', 0.02308221581654967)","('local', 0.03468487041097371)"
5,,,,"('impact', 0.02748323966476376)","('process', 0.022500551434949986)","('development', 0.03044543772078445)"
6,,,,"('risk', 0.02499910277437608)","('challenge', 0.02183996930124895)","('challenge', 0.02949359319237156)"
7,,,,"('system', 0.024949550967059843)","('management', 0.021577983778483287)","('disaster', 0.027572433351088013)"
8,,,,"('approach', 0.024844285031153608)","('action', 0.02126014285299544)","('impact', 0.024948597705440882)"
9,,,,"('water', 0.023484341548867926)","('adaptive', 0.021222822073939492)","('urban', 0.02490625870569877)"
