,Topic,Count,Name,-1,0,1
0,-1.0,27.0,-1_production_agricultural_food_crop,"('production', 0.05284172727621286)","('water', 0.05531346366553301)","('food', 0.08481750183203694)"
1,0.0,43.0,0_water_yield_impact_model,"('agricultural', 0.04060651026616267)","('yield', 0.04286717801562301)","('security', 0.05527593440017617)"
2,1.0,26.0,1_food_security_system_agriculture,"('food', 0.031143590308579827)","('impact', 0.04183088899329226)","('system', 0.04367371731485891)"
3,,,,"('crop', 0.030682011248276245)","('model', 0.041414708464490656)","('agriculture', 0.042083597599297695)"
4,,,,"('impact', 0.028781029180918516)","('crop', 0.039381548325931576)","('agricultural', 0.04179326787103886)"
5,,,,"('trade', 0.02849326728725394)","('agricultural', 0.038734826178203126)","('development', 0.03937550015340431)"
6,,,,"('water', 0.027211101458042716)","('land', 0.033648725496252384)","('impact', 0.03414653764745101)"
7,,,,"('forest', 0.02715609818758227)","('irrigation', 0.03334534610295447)","('mitigation', 0.02893757405293227)"
8,,,,"('plant', 0.026897058925920456)","('use', 0.03163605110673878)","('related', 0.028785174819106266)"
9,,,,"('effect', 0.026240602585691986)","('management', 0.03028824161406334)","('soil', 0.028390992391199788)"
