,Topic,Count,Name,-1,0,1
0,-1.0,44.0,-1_model_agricultural_crop_approach,"('model', 0.039705561032304264)","('land', 0.07980273109401824)","('stakeholder', 0.06399998333829107)"
1,0.0,16.0,0_land_use_ecosystem_landscape,"('agricultural', 0.03134568661374257)","('use', 0.050445376566006166)","('policy', 0.04839900538359132)"
2,1.0,11.0,1_stakeholder_policy_agricultural_community,"('crop', 0.027459133889430845)","('ecosystem', 0.04525973057432168)","('agricultural', 0.04821021575313764)"
3,,,,"('approach', 0.027459133889430845)","('landscape', 0.04061477182916368)","('community', 0.044947357521979)"
4,,,,"('impact', 0.027060535255737372)","('soil', 0.03549645393915338)","('ila', 0.04453804149129029)"
5,,,,"('policy', 0.026972944541865777)","('fragmentation', 0.0337498247425367)","('program', 0.0426809123269212)"
6,,,,"('strategy', 0.026786065098411724)","('scenario', 0.03146281534544743)","('agriculture', 0.03855931473709348)"
7,,,,"('measure', 0.024828314037225022)","('service', 0.03042381420802685)","('planning', 0.03844187698227271)"
8,,,,"('value', 0.024335737000692706)","('system', 0.0303198662720387)","('adaptive', 0.03835343107186516)"
9,,,,"('vulnerability', 0.02411030173118839)","('pattern', 0.028435428571742367)","('narrative', 0.03628334022690454)"
