,Topic,Count,Name,-1,0,1
0,-1.0,34.0,-1_future_impact_development_change,"('future', 0.03215726657540683)","('policy', 0.05533244521863935)","('risk', 0.08695328882481551)"
1,0.0,20.0,0_policy_barrier_strategy_development,"('impact', 0.029165551520963805)","('barrier', 0.04482379949486624)","('resilience', 0.08440553396542129)"
2,1.0,14.0,1_risk_resilience_disaster_reduction,"('development', 0.027031972210876755)","('strategy', 0.03522926881124303)","('disaster', 0.06449720624629575)"
3,,,,"('change', 0.026288479103995156)","('development', 0.030650933669961817)","('reduction', 0.0535804796583502)"
4,,,,"('approach', 0.023655859092518668)","('stakeholder', 0.03043984839806422)","('management', 0.03627517984294322)"
5,,,,"('potential', 0.0233201957070407)","('management', 0.028491047729289554)","('concept', 0.0360717857251257)"
6,,,,"('vulnerability', 0.022421493656140115)","('model', 0.02782166865198594)","('economic', 0.03506533120583133)"
7,,,,"('resource', 0.02215447075043653)","('capacity', 0.027803223044968756)","('community', 0.03291978568283582)"
8,,,,"('in', 0.021224954558092514)","('national', 0.027803223044968756)","('policy', 0.0325945631323935)"
9,,,,"('environmental', 0.021099224687322535)","('water', 0.02756305523828978)","('planning', 0.032471198796530897)"
