,Topic,Count,Name,-1,0,1
0,-1.0,56.0,-1_policy_country_action_impact,"('policy', 0.03973685597494873)","('risk', 0.05116628132700411)","('scenario', 0.060136475325096604)"
1,0.0,15.0,0_risk_vulnerability_disaster_impact,"('country', 0.039563056866006106)","('vulnerability', 0.049076216874255785)","('service', 0.058440540123989776)"
2,1.0,12.0,1_scenario_service_planning_stakeholder,"('action', 0.026353389030823918)","('disaster', 0.042084310071009726)","('planning', 0.047214917221137874)"
3,,,,"('impact', 0.024431461291838322)","('impact', 0.036548348390122824)","('stakeholder', 0.044484574733582465)"
4,,,,"('level', 0.023174795356436784)","('assessment', 0.03615582836593871)","('future', 0.04240806462220012)"
5,,,,"('planning', 0.022015253147939198)","('result', 0.03608799172614223)","('approach', 0.041443569097958086)"
6,,,,"('state', 0.020921583324356598)","('evaluation', 0.03560226502980297)","('decision', 0.041174257318576137)"
7,,,,"('strategy', 0.02042137858300537)","('development', 0.03458646921048403)","('case', 0.03990709472159269)"
8,,,,"('governance', 0.02030624263834611)","('capacity', 0.034288072823565934)","('workshop', 0.03690756856048147)"
9,,,,"('based', 0.019974600476410843)","('programme', 0.03427567812669383)","('process', 0.036565228589674266)"
