,Topic,Count,Name,-1,0,1
0,-1.0,71.0,-1_risk_health_city_urban,"('risk', 0.04386454261771324)","('disaster', 0.10580082986288566)","('flood', 0.08658959002307438)"
1,0.0,22.0,0_disaster_risk_resilience_people,"('health', 0.039153664373739655)","('risk', 0.06053495394638803)","('risk', 0.07425969320003366)"
2,1.0,19.0,1_flood_risk_urban_management,"('city', 0.03551128032358422)","('resilience', 0.05260213230109127)","('urban', 0.06841952522176559)"
3,,,,"('urban', 0.03288128777999846)","('people', 0.03854277246009876)","('management', 0.04491304211200033)"
4,,,,"('flood', 0.03138068663000537)","('development', 0.037631300063467876)","('planning', 0.03986704338165271)"
5,,,,"('policy', 0.026721319891383443)","('investment', 0.036160967234398635)","('system', 0.03693668635386025)"
6,,,,"('based', 0.02603624998209215)","('reduction', 0.03598937563265675)","('city', 0.035686489362524526)"
7,,,,"('impact', 0.025450383675727627)","('drr', 0.035982624118441456)","('decision', 0.03545984709843087)"
8,,,,"('water', 0.02487908835333674)","('local', 0.03392779275084232)","('term', 0.031288100380968416)"
9,,,,"('approach', 0.02299179943700929)","('community', 0.031062793551156157)","('level', 0.03005690173454811)"
