,Topic,Count,Name,-1,0,1,2
0,-1.0,86.0,-1_land_water_crop_impact,"('land', 0.031693824701320705)","('farmer', 0.0649540886785983)","('yield', 0.07341381001296345)","('water', 0.11017616283280014)"
1,0.0,42.0,0_farmer_vulnerability_household_impact,"('water', 0.029169317479708943)","('vulnerability', 0.039762237842006866)","('crop', 0.05435063508880526)","('irrigation', 0.06373653358935795)"
2,1.0,26.0,1_yield_crop_model_temperature,"('crop', 0.028455560482569597)","('household', 0.03813557686111139)","('model', 0.05270165744852393)","('groundwater', 0.06136388147980913)"
3,2.0,23.0,2_water_irrigation_groundwater_farmer,"('impact', 0.02508472517433276)","('impact', 0.02817182138247647)","('temperature', 0.03997930383713485)","('farmer', 0.035907650928219854)"
4,,,,"('result', 0.024143200880391312)","('perception', 0.026909703793582474)","('effect', 0.03945501099000654)","('management', 0.032400692553978566)"
5,,,,"('food', 0.021716171902558014)","('crop', 0.026273140174239935)","('wheat', 0.038204187508593515)","('impact', 0.031136233653794088)"
6,,,,"('production', 0.021360855486070657)","('livelihood', 0.025458780063034574)","('date', 0.03370922557927488)","('result', 0.02953604037768298)"
7,,,,"('agricultural', 0.021319630830991025)","('strategy', 0.02416659507524207)","('production', 0.03287881485400049)","('use', 0.0281392868540222)"
8,,,,"('use', 0.020916006726514762)","('temperature', 0.023606821747660458)","('leaf', 0.032746446435937306)","('drought', 0.028032563660552894)"
9,,,,"('drought', 0.020872055458270346)","('rainfall', 0.023427229556162495)","('soil', 0.03073295201804073)","('reduce', 0.027751276643031588)"
