,Topic,Count,Name,-1,0,1
0,-1.0,75.0,-1_policy_decision_impact_approach,"('policy', 0.033687377740083346)","('process', 0.0376307525317754)","('resilience', 0.16131490865402592)"
1,0.0,61.0,0_process_knowledge_community_policy,"('decision', 0.03271512714695536)","('knowledge', 0.03755064580500211)","('social', 0.04281036262031714)"
2,1.0,14.0,1_resilience_social_community_capacity,"('impact', 0.029200265773456087)","('community', 0.03422764718212596)","('community', 0.03872851393708407)"
3,,,,"('approach', 0.02639325543251403)","('policy', 0.03221018176074812)","('capacity', 0.03783656164455469)"
4,,,,"('information', 0.025174638276700106)","('learning', 0.029035159025930225)","('indicator', 0.034468378053314)"
5,,,,"('service', 0.024822074830933037)","('local', 0.028665188403085306)","('local', 0.033388561929861275)"
6,,,,"('based', 0.024443752739514)","('decision', 0.02813101700665269)","('network', 0.033008262283497423)"
7,,,,"('public', 0.02223571663282729)","('level', 0.026048334853731214)","('ecological', 0.032404272528452474)"
8,,,,"('social', 0.02156822897735082)","('project', 0.02568416166195255)","('process', 0.031934340596106316)"
9,,,,"('risk', 0.02048071749351061)","('science', 0.025319704566696445)","('understanding', 0.031922573395438227)"
