,Topic,Count,Name,-1,0,1
0,-1.0,51.0,-1_urban_city_planning_risk,"('urban', 0.07262423477450951)","('urban', 0.07530900639150315)","('urban', 0.07074096657461153)"
1,0.0,19.0,0_urban_resilience_green_city,"('city', 0.054844731203699225)","('resilience', 0.0646152092287599)","('water', 0.06498939915037967)"
2,1.0,12.0,1_urban_water_benefit_drainage,"('planning', 0.03783271447326635)","('green', 0.046918259992811955)","('benefit', 0.05148814949533406)"
3,,,,"('risk', 0.03282632955063253)","('city', 0.046364308142128934)","('drainage', 0.044568408839725696)"
4,,,,"('area', 0.029948830182363027)","('infrastructure', 0.04003990654176292)","('nb', 0.04032902559850119)"
5,,,,"('mitigation', 0.027616663314314404)","('social', 0.03722117891568755)","('surface', 0.039668057507214576)"
6,,,,"('management', 0.02557618849535042)","('policy', 0.03180863099609031)","('stormwater', 0.03808869040997167)"
7,,,,"('impact', 0.025197191335342817)","('service', 0.029412116231106462)","('flood', 0.03780057293247826)"
8,,,,"('use', 0.023505043604238145)","('planning', 0.029330372973792353)","('economic', 0.03582093780592121)"
9,,,,"('model', 0.02326319082287583)","('mitigation', 0.028176230529388724)","('scenario', 0.03503559859746358)"
