,Topic,Count,Name,-1,0,1
0,-1.0,54.0,-1_urban_green_city_environmental,"('urban', 0.06470784130664108)","('green', 0.07813445935936227)","('urban', 0.11995488641134337)"
1,0.0,24.0,0_green_urban_city_infrastructure,"('green', 0.0629868320379897)","('urban', 0.05682698141730779)","('ecosystem', 0.08446011021791429)"
2,1.0,13.0,1_urban_ecosystem_service_nature,"('city', 0.04035711086608443)","('city', 0.056658002052230504)","('service', 0.06623495820918905)"
3,,,,"('environmental', 0.033107704408731495)","('infrastructure', 0.04249576064925286)","('nature', 0.061134211951135775)"
4,,,,"('design', 0.03283138649801867)","('policy', 0.0352395303363507)","('based', 0.052812286099987095)"
5,,,,"('infrastructure', 0.032284845875615364)","('planning', 0.0342751437565375)","('solution', 0.04590215377441983)"
6,,,,"('benefit', 0.02766596992824091)","('local', 0.03398097568148103)","('human', 0.04273203176404225)"
7,,,,"('development', 0.02695346172540645)","('different', 0.030292002200297572)","('social', 0.03668195415381989)"
8,,,,"('management', 0.025579694634678504)","('ugi', 0.030037685381179857)","('forest', 0.036455383047142416)"
9,,,,"('health', 0.025563869004790695)","('level', 0.02921010740982007)","('food', 0.03483490394816456)"
