,Topic,Count,Name,-1,0,1
0,-1.0,86.0,-1_farmer_crop_strategy_practice,"('farmer', 0.06527665492078896)","('farmer', 0.07838715488881219)","('farmer', 0.0667669255995831)"
1,0.0,50.0,0_farmer_smallholder_practice_risk,"('crop', 0.033012525012119966)","('smallholder', 0.03537340374092645)","('livelihood', 0.0469405234616312)"
2,1.0,29.0,1_farmer_livelihood_household_variability,"('strategy', 0.03085641122005053)","('practice', 0.03526157005589868)","('household', 0.04426060825253252)"
3,,,,"('practice', 0.029259276411232195)","('risk', 0.0352430259352772)","('variability', 0.04424736712664284)"
4,,,,"('impact', 0.02738666705741696)","('adoption', 0.03377808619834603)","('rainfall', 0.03936088756383138)"
5,,,,"('household', 0.025419292159315668)","('perception', 0.030013069038391214)","('climatic', 0.03907265083103466)"
6,,,,"('production', 0.024980400026681067)","('agricultural', 0.027058963767278656)","('strategy', 0.03897901738168985)"
7,,,,"('agricultural', 0.024468476294981764)","('factor', 0.027031098889682786)","('drought', 0.035987967870689815)"
8,,,,"('policy', 0.024406176578938666)","('extension', 0.02385669568489949)","('farm', 0.034593247591466494)"
9,,,,"('food', 0.022743212550077104)","('csa', 0.0232920220957674)","('impact', 0.034168791862451094)"
