,Topic,Count,Name,-1,0,1
0,-1.0,55.0,-1_policy_water_local_community,"('policy', 0.03974126074018874)","('community', 0.05346088280328644)","('vulnerability', 0.10212220303499332)"
1,0.0,23.0,0_community_water_livelihood_ecosystem,"('water', 0.036789919948901274)","('water', 0.050071003808434246)","('risk', 0.08474749695853703)"
2,1.0,13.0,1_vulnerability_risk_disaster_social,"('local', 0.0320481913785732)","('livelihood', 0.043976199231439375)","('disaster', 0.07413927930781752)"
3,,,,"('community', 0.03159078767073237)","('ecosystem', 0.042547788585924534)","('social', 0.07330080325748899)"
4,,,,"('management', 0.028199490490385434)","('forest', 0.03578236186132481)","('system', 0.053780743098700984)"
5,,,,"('impact', 0.026588854975989694)","('service', 0.030831821749024282)","('community', 0.04020263803309957)"
6,,,,"('development', 0.02372357551380128)","('based', 0.03070505096789612)","('level', 0.03967321239687046)"
7,,,,"('capacity', 0.023308390517871928)","('option', 0.03015553548690292)","('reduction', 0.03920181245053191)"
8,,,,"('framework', 0.02306771887869431)","('adaptive', 0.030042508311344696)","('flood', 0.03574619959669856)"
9,,,,"('governance', 0.022603330282943132)","('socio', 0.02922468074867277)","('development', 0.03513108203745892)"
