,title,wos,clean_abstract
0,Analysis of the predicted effect of passive climate adaptation measures on energy demand for cooling and heating in a residential building,WOS:000370111300069,both new existing building need adapted order keep providing comfortable healthy indoor preferably measure applied building level scale require additional energy e passive measure previous study showed passive measure positive effect thermal comfort summer shoulder season non air conditioned residential building in effect passive measure applied building component level cooling heating energy demand terraced house analyzed using building energy simulation it shown particular case required cooling energy limited large extent 59 74 external solar shading additional natural ventilation applied in addition shown well insulated terraced house energy cost heating strongly affected application passive measure
1,The Most Important Topic Political Scientists Are Not Studying: Adapting to Climate Change,WOS:000339431500012,few political scientist currently even aware large growing interdisciplinary field devoted mitigating greenhouse gas emission reducing vulnerability inevitable impact lack political science expertise represents obstacle adapting fundamentally political technical advance adaptation infrastructure agriculture public health coastal protection conservation field depend political variable implementation effectiveness for example raise question political economy cost money political theory involves question social justice comparative politics country aggressively pursue urban politics city aggressively pursue regime type democracy authoritarian regime may differently pursue federalism different level government may involved several field including political conflict international development bureaucracy migration medium political party election civil society public opinion i field explore tremendous contribution political scientist could make
2,Resilience of Polish cities and their rainwater management policies,WOS:000847900000003,taking account literature intersection study urban study author examine compare rainwater management policy selected polish city there special emphasis urban resilience order define role ensuring safe living condition resident including process adapting aim show rainwater city perceived opportunity problem challenge main question what measure polish city undertake build resilience context water management policy what kind document local level relevant measure are provision contained document implemented remain dead letter answer require examination various document including plan development strategy adopted polish city regard
3,"Climate change adaptation plans: Inclusion of health, equity, and green space",WOS:000859145900001,examined extent city plan u s city broadly shrinking city discus health equity justice including injustice related green space using content analysis 88 city plan coded health equity justice park green space joint usage term made comparison keyword usage shrinking non shrinking city examine shrinking city overlapping vulnerability industrial legacy differ stronger market city although health 97 equity justice 81 common half city discussed health equity justice concurrently overrepresentation shrinking city park green space discussed alongside theme 28 city health equity emerged shrinking city recent plan e g since 2018 suggesting recent shift toward equity many city vaguely described health equity solution necessitating clearer solution injustice including park green space health infrastructure
4,"Improving sustainability of urban drainage systems for climate change adaptation using best management practices: a case study of Tehran, Iran",WOS:000465668200001,although effectiveness best management practice bmps reducing urban flooding widely recognized improved sustainability achieved implementing bmps upstream suburban area reducing downstream urban flood still debated introduces new definition urban drainage system uds sustainability focusing bmp usage enhance system performance three type hydraulic reliability index hri plus robustness improvability index used quantify potential enhanced sustainability system changing together adaptability index ccai sustainability uds safe conveyance storm water runoff investigated different land use scenario no bmp bmp urban area bmp inside upstream urban area considering impact rainfall runoff simulation alongside drainage network modelling conducted using storm water management model u epa swmm determine inundation area base line future climatic condition a new method disaggregating daily rainfall hourly proposed provide finer resolution input rainfall swmm applied semi urbanized catchment whose upstream runoff mountainous area may contribute storm water runoff downstream urban part our finding confirm increase number inundation point reduction sustainability index uds due result present increase uds reliability 4 16 improvement sustainability indicator using bmps upstream suburban area compared implementing urban area
5,Artificial lakes as a climate change adaptation strategy in drylands: evaluating the trade-off on non-target ecosystem services,WOS:000437255400005,drylands susceptible effect due water stress one possible measure construction lake increase water availability drinking irrigation food production decrease fire risk these lake also increase local biodiversity human well however non target service carbon
6,City tourism pre- and post-covid-19 pandemic - Messages to take home for climate change adaptation and mitigation?,WOS:000678032000010,present status quo impact city tourism austria describing impact air travel short stay greenhouse gas emission changing condition city for austrian city depending location topography heavy rainfall event storm heat wave particular could become increasingly relevant tourism context for medium sized large city heat frequently discussed topic connection possible potential analysis challenge show strong overlap target city tourism challenge city planning including connection sub urban surrounding area confront impact covid 19 pandemic additionally offered opportunity discus new start city tourism experience shutdown period spring 2020 argues learn current health crisis coping related extreme event increase achievement mitigation firstly pandemic provides strong ability discus impact city tourism due short term air travel option enhance friendly option hand secondly covid 19 emphasized need reconsider role free space metropolitan area well accessibility herewith synergy likely questioning availability accessibility green blue infrastructure well capacity challenge including crowding impact tourism public free space require joint strategy involving public private institution including local community business responsible maintenance green blue free space thirdly strong interaction urban suburban area became evident also relevant city tourism future e g time heat wave reflection transferability coping crowding effect related adaptive behaviour resident tourist time severe heat wave might relevant city tourism summer tourism destination near metropolitan area finally covid 19 crisis encourages discussion tourism metropolitan destination favour balanced approach particular inner city area around major sightseeing attraction
7,Barriers and Strategies to Boost Soil Carbon Sequestration in Agriculture,WOS:000531625900001,paris agreement call limiting global warming 2 degree
8,"On the predicted effectiveness of climate adaptation measures for residential buildings (Reprinted from vol 82, pg 300-316, 2014)",WOS:000347597200013,in changing outdoor new building well existing building stock need adapt order keep providing inhabitant user comfortable healthy indoor environment minimum preferably increase energy consumption in effectiveness six passive measure applied level building component assessed using building energy simulation three generic residential building commonly built among others netherlands 1 detached house 2 terraced house 3 apartment involves residential building built according regulation common practice 2012 residential building constructed 1970s lower thermal resistance opaque transparent part building envelope measure investigated increased thermal resistance ii changed thermal capacity iii increased short wave reflectivity albedo iv vegetation roof v solar shading vi additional natural ventilation quantifies effectiveness measure new residential building well renovation current building stock performance indicator number overheating hour year it shown exterior solar shading additional natural ventilation effective performance indicator furthermore increasing thermal insulation reduce energy use heating demand additional measure prevent overheating
9,On the predicted effectiveness of climate adaptation measures for residential buildings,WOS:000346543500029,in changing outdoor new building well existing building stock need adapt order keep providing inhabitant user comfortable healthy indoor environment minimum preferably increase energy consumption in effectiveness six passive measure applied level building component assessed using building energy simulation three generic residential building commonly built among others netherlands 1 detached house 2 terraced house 3 apartment involves residential building built according regulation common practice 2012 residential building constructed 1970s lower thermal resistance opaque transparent part building envelope measure investigated increased thermal resistance ii changed thermal capacity iii increased short wave reflectivity albedo iv vegetation roof v solar shading vi additional natural ventilation quantifies effectiveness measure new residential building well renovation current building stock performance indicator number overheating hour year it shown exterior solar shading additional natural ventilation effective performance indicator furthermore increasing thermal insulation reduce energy use heating demand additional measure prevent overheating
10,Climate adaptation education: embracing reality or abandoning environmental values,WOS:000487522100007,given magnitude immediacy environmental education ee address reducing footprint also whereas approach education consistent ee foundational principle others crucial individual survival address immediate risk way promote longer term environmental quality using literature examine issue education raise field ee describe example program integrate mitigation drawing ee program new york city following devastating flood brought hurricane sandy these program consistent praxis action approach ee learning embedded restoration form action close reflection ee might address manner consistent mitigation education field focus improving environmental quality
11,Role of renewable energy technologies in climate change adaptation and mitigation: A brief review from Nepal,WOS:000708469700004,renewable energy play crucial role mitigation highly vulnerable nation nepal review various type renewable energy technology status potential adoption relationship mitigative adaptive role nepal nepal installed micro hydro project solar power improved cooking stove biogas technology improved water mill wind energy mitigate adapt there growing potential renewable energy development nepal hydropower solar wind energy biogas improved cooking stove roughly 70 nepal energy consumption generated traditional energy source renewable energy account approximately three percent gradual increase use renewable energy reduced greenhouse gas emission enhanced carbon sequestration by adopting renewable energy technology nepal reduced emission 221 129 tco 2 e 2017 2018 nepal second nationally determined contribution target 15 increase national energy use renewables reduction 23 co2 emission 2030 using biogas improved cooking system furthermore significant increase adoption renewable energy become pivotal strategy social health economic sector resulting time saving alternative income source improved health educational status local job opportunity promotion social capital benefit adapting mitigating co2 emission via renewable energy significant local national international level recommends government nepal focus work energy policy review address local energy demand issue utilizing renewable energy resource local level global implication
12,"Climate Change Adaptation Through Urban Heat Management in Atlanta, Georgia",WOS:000322059800027,explores potential effectiveness metropolitan land cover strategy managing rising temperature large rapidly warming metropolitan region united state through integration mesoscale meteorological model estimated land cover data atlanta georgia region 2010 quantifies influence extensive land cover periphery large metropolitan region temperature within city center first directly model metropolitan scale heat transfer mechanism find enhanced tree canopy impervious cover hi suburban zone atlanta region produce statistically significant cooling warming effect urban core based finding conclude urban heat island management within beyond central developed core large city may provide effective strategy large metropolitan region
13,Adaptable housing design for climate change adaptation,WOS:000410760400003,it predicted result rising sea level frequent extreme weather event hotter drier summer warmer wetter winter significant impact design building kept cool weathered extreme climatic condition residential sector already significant environmental burden high associated operational energy growing population requiring residence potential exacerbate problem seriously new paradigm residential building design required enable low carbon dioxide operation mitigate they must also face reality inevitable adopt strategy cope future scenario however strategy dwelling must also cognisant adapting occupant need influenced ageing population new technology present concept priority changing society design residential building designing a case home analysed context stated aim low energy adaptability a post occupancy evaluation house presented future proofing strategy evaluated using projection data future scenario
14,Urban planning policy must do more to integrate climate change adaptation and mitigation actions,WOS:000606823100007,well designed urban planning policy mitigate greenhouse gas emission adapt anticipated impact however limited analysis extent urban planning policy document address mitigation there need rapidly reduce greenhouse gas emission limit warming 1 5 degree
