,title,wos,clean_abstract
0,Climate change adaptation policies and plans: A survey in 11 South East European countries,WOS:000417078200110,building ready society urgent question cannot postponed along path towards increase resilience stimulating role played eu project well international network covenant mayor initiative mayor adapt launched 2014 new covenant mayor energy pledge reduce co2 emission least 40 2030 adopt integrated approach tackling mitigation these initiative stimulate engagement networking among city raise public awareness encouraging policy maker take action adapt operates different spatial societal scale accordingly development strategy requires holistic multi perspective approach scale specific study provides overview initiative undertaken 11 south east european country participating see orientgate project reference policy measure promoted eu implemented national level in particular cross sectoral policy analysis performed inclusive representation measure policy undertaken country interdisciplinary approach provided analysis country measure reveals unless national government local community concerned impact country included analysis developed comprehensive national strategy national action plan nevertheless almost country undertaken action across sector although action partially generated full commitment towards attest increasing awareness well high involvement national local authority boost cooperation among stakeholder find innovative solution strengthen society protect environment
1,Enhancing the Practical Utility of Risk Assessments in Climate Change Adaptation,WOS:000435587100095,in 2012 intergovernmental panel ipcc moved vulnerability risk based conception however example work translates approach practice order demonstrate practical utility following risk based approach adapting explores critically differing conception vulnerability risk across literature relating disaster risk management also examines selection spatially focused vulnerability risk assessment methodology context in identify issue availability spatial data enable spatial risk based assessment argue concept risk potentially favorable helping city understand challenge posed identify option build resilience changing however suggest needed way practitioner policymakers engage risk based concept embed activity
2,Waves of Change: Towards Ecosystem-Based Management to Climate Change Adaptation,WOS:000757202900001,coastal impact challenge policy decision maker adopt effective measure ecosystem based management approach shift towards holistic integrated sustainable path however country work strategy adapt question agenda consider operationalise ecosystem based management remains a one world largest coastal country brazil prominent role advancing implementation ecosystem based management coastal zone by analysing two national brazilian institution evaluates discus country advance promoting adaptation based ecosystem based management principle our finding show although brazil incorporated many ecosystem based management principle national level greater attention given operationalizing principle related acknowledging uncertainty sustainability democracy knowledge production application challenge implement principle mirror historical challenge brazilian coastal management policy balancing development conservation promoting social participation implementing effective social ecological assessment monitoring program policy maker scientist community aware need strengthen ecosystem based management principle current agenda order enhance capacity foster coastal sustainability
3,Climate change adaptation and disaster risk reduction: Contested spaces and emerging opportunities in development theory and practice,WOS:000290181300003,pursuit theoretically practically intensified considerably past decade response increasing awareness potential impact global despite momentum interaction pre existing strategy reduce vulnerability build resilience developing world recently received significant attention using example disaster risk reduction explores developing interface existing development methodology overlapping interest while established must greater collaboration field many question remain surrounding scope interaction review literature relationship disaster risk reduction explores unanswered question developing conceptualization an examination theoretical point convergence divergence raise range question surrounding conceptualized academic literature policy environment there rich space consider pre existing development pathway within narrative enhancing adaptive capacity requires robust framework holistically engage embedded structure perpetuate socio economic environmental vulnerability
4,Climate change adaptation in aquaculture,WOS:000587548100010,conduct first systematic literature aquaculture address three specific question what aquaculture adapting ii how aquaculture adapting iii what gap need addressed identify characterise examine case study published 1990 2018 lie intersection domain aquaculture main area documented impact relate extreme event general impact aquaculture sector three category identified coping mechanism local level e g water quality management technique multilevel adaptive strategy e g changing culture practice management approach e g planning community based identify four potential area future inland aquaculture study household level whether different group aquaculture farmer e g indigenous people face adapt differently use gi remote sensing cost effective tool developing strategy response brings essential practical theoretical insight aquaculture industry well across globe
5,GOVERNANCE FOR CLIMATE-CHANGE ADAPTIVE CAPACITY IN THE SWEDISH ELECTRICITY SECTOR Do changes in structure and culture matter?,WOS:000310611300006,analysis capacity cca swedish electricity grid sector utilizing two perspective organization theory directs attention change sector 1980s 2010 radical npm reform 1996 for time 1996 finding indicate high cca capacity reform led reduction capacity increased emphasis economic efficiency although also room robustness consideration show organizational culture formal structure influence capacity adapt
6,PLANNING AND STRATEGIC TOOLS FOR ADAPTING URBAN AREAS TO CLIMATE CHANGE IN POLAND,WOS:000739490300003,shaping development policy state region city referring broadly understood issue related process connected necessity creating new constantly updated planning strategic document adjusting provision current need global civilisation process challenge well regional local specific one important element policy take account problem urbanised area management built natural environment resource subject planning strategic tool used development policy adapt urbanised area aim indicate possibility limitation planning instrument context indicate coherence context implementation activity includes planning strategic instrument developed area sustainable management built natural environment recent year poland particular reference example metropolis gzm
7,Analytical lenses on barriers in the governance of climate change adaptation,WOS:000342180000006,barrier become important concept scientific political discussion governance over past year discussion dominated one analytical lens examining barrier proposing way overcome problem solving lens in aim demonstrate theoretically empirically choice analytical lens influence barrier constructed intervention strategy proposed drawing recent governance literature explore rationale three dominant philosophy governance optimist realist pessimist philosophy next demonstrate philosophy operationalized guide scientific inquiry barrier four empirically rooted analytical lens governance problem solving ii governance competing value interest iii governance institutional interaction iv governance dealing structural constraint investigate dutch government spatial programme four lens discus analytical lens frame barrier specific way identifies different cause barrier lead competing interpretation key event present type intervention overcome barrier conclude necessary increase analytical variety order critically engage theoretical debate barrier empower policy practitioner search successful intervention strategy implement measure
8,Obstacles to climate change adaptation decisions: a case study of sea-level rise and coastal protection measures in Kiribati,WOS:000339332600007,international aid increasingly focused at recent meeting party united nation framework convention developed world agreed rapidly increase international assistance help developing world respond impact in examine decision making challenge facing internationally supported project using example effort implement coastal protection measure e g sea wall mangrove planting kiribati central equatorial pacific country home kiribati project first national level project supported world bank drawing interview document conducted 8 year period trace force influencing decision coastal protection measure starting variability uncertainty projection trade offs different measure social political economic context decision finally made discus sub optimal measure may implemented despite year planning consultation technical study qualitative analysis real world process reveals embracing culturally appropriate short term similar 20 year planning horizon ignoring longer term future may reduce influence scientific uncertainty decision provide opportunity learn mistake reassess science adjust suboptimal investment limiting element approach likely availability consistent long term financing
9,Assessing Strategies for Urban Climate Change Adaptation: The Case of Six Metropolitan Cities in South Korea,WOS:000436570100377,a interest grows increasing number national local government developing strategy ass strategy urban municipal government south korea plan budget expenditure six metropolitan city south korea compared based implementation plan strategy ipccas 2012 2016 annual expenditure report city result show actual implementation program varied vi vi original plan term level overall expenditure sector specific expenditure following finding drawn analysis first case highest priority disaster infrastructure water management health sector second actual expenditure program smaller planned budget ipccas third prioritized sector matched planning implementation seoul daegu daejeon incheon busan ulsan fourth program south korean metropolitan city seem well tailored case
