,title,wos,clean_abstract
0,"Place-based climate change adaptation: A critical case study of climate change messaging and collective action in Churchill, Manitoba",WOS:000345061100013,framework often emphasize tangible community vulnerability typically fail recognize healthy vibrant resilient community also based many factor experiential nature in response continued undervaluation factor scholar adopting place identity place attachment way explore risk holistic manner draw churchill manitoba unique relationship present early examination place based result community survey suggest citizen sensitivity local impact associated strongly connection social meaning embedded natural landscape result also indicate place driven sensitivity necessarily lead increase action adapt it suggested inaction face persist even citizen strong connection place particularly dominant communication fail produce socially salient message by linking place based emerging value based frame present new pathway help legitimize local value process create frame communication conducive fostering collective action
1,"Public participation, engagement, and climate change adaptation: A review of the research literature",WOS:000521615300001,there clear need state art public participation considered across academic community rio declaration developed 1992 un conference environment development unced included explicit goal citizen participation engagement action principle 10 nation state given special responsibility facilitate ensuring access information opportunity participate decision making process since need public participation featured prominently call action using text analysis produce corpus abstract drawn web science literature incorporating public participation citizen engagement since 1992 reveals lexical temporal spatial distribution dynamic topic an exponential rise effort since year 2000 demonstrated focus action three substantial theme risk flood risk risk assessment perception communication these critically reviewed three substantive issue considered paradox participation challenge governance transformation need incorporate psycho social behavioral policy process gap current include lack common understanding public participation across discipline incomplete articulation process involving public participation citizen engagement paucity empirical examining understanding usage influential concept risk vulnerability adaptive capacity varies among different discipline stakeholder finally provisional agenda attending gap described categorized vulnerability institution policy governance governing community city region
2,Climate change adaptation in small island developing states: Insights and lessons from a meta-paradigmatic study,WOS:000435049300021,describes earlier novel meta paradigmatic approach used answer two question international significance 1 how small island developing state sids adapting national level 2 what factor affect national level sids a acknowledged 1992 united nation framework convention 2015 paris agreement sids distinct developing country they 58 country spread across three main geographic region disproportionately vulnerable impact require special attention support international community previous study using single theory understand sids limited unable fully grapple totality enormity complexity challenge argues capitalising value distinctiveness different theory approach without integrate one paradigm it catalogue earlier contribution scholarship theory building it seek rationalise earlier justify theoretical perspective instead seek serve incubator new thinking investigating complex geography additionally tease lesson insight national government actor designing implementing policy program disproportionately vulnerable country global south
3,Adaptation to climate change in small German municipalities: Sparse knowledge and weak adaptive capacities,WOS:000863609000001,understanding local critical overall success practice europe around world although becomes urgent day existing literature adequately touch upon topic small municipality address gap it explores whether measure small municipality overlooked focused aspect urban environment whether measure indeed inadequate based large quantitative survey among bavarian municipality n 401 conducted 11 qualitative case study answer following two question first active small municipality bavaria second municipal frontrunners implement measure lesson learn experience our finding confirm small municipality rarely adapt action usually target water related issue most often measure responsive pragmatic instead preventive transformative fact small municipality representative interviewed able distinguish mitigation measure clearly illustrates lack local capacity conclude national funding municipal coordinator network promising way improve local capacity
4,Integrating Adaptation to Climate Change into Sustainable Development Policy and Planning,WOS:000822108100001,sustainable development become core element international european national policy strategy at worst trigger negative response maladaptation term raising greenhouse gas emission exacerbating vulnerability specific group people run counter sustainable development principle thus integration sustainable objective sustainable development framework pave way planning scenario resilience intertwines sustainability study concerning issue quite lacking method useful assessing relationship sustainable development scarcely investigated in focus environmental sustainability aim proposing applying method assessing coherence objective sustainable development objective e national strategic goal included italian national plan respectively national sustainable development strategy found objective appear unrelated national strategic goal none clearly hinder environmental sustainability objective inclined promote maladaptation there still plenty room work sustainable objective consistent sustainable development one
5,Adaptation to Climate Change,WOS:000413326600012,review economic analytical challenge risk longer avoided important aspect global response human always adapted changing climatic condition growing still patchy evidence widespread behavior however autonomous sometimes claimed it requires knowledge planning coordination foresight there important knowledge gap behavioral barrier market failure hold back effective require policy intervention identify urgent priority including area delay might lock future vulnerability outline decision making challenge adapting unknown future also highlight strong interlinkages economic development pointing decision industrial strategy urban planning infrastructure investment strong bearing future vulnerability implication link finance literature tell u balance mitigation
6,Climate Change Adaptation Tools at the Community Level: An Integrated Literature Review,WOS:000428567100223,negative impact experienced global regional local level however rural community sub saharan africa face additional socio political cultural economic challenge addition decision support tool developed applied assist rural community cope adapt however poorly planned participatory process lack context specific approach tool obstacle aiming strengthening resilience rural community us integrated literature identify best practice involving rural community effort application context specific culturally sensitive tool these best practice include use livelihood approach engage community explicit acknowledgement local cultural t recognition local champion appointed within local community identification prioritisation vulnerable stakeholder implementation two way risk communication instead one sided information sharing approach
7,Climate change adaptation in conflict-affected countries: A systematic assessment of evidence,WOS:000908288900042,people affected conflict particularly vulnerable shock yet little known fragile context while event one many contributing driver conflict feedback conflict increase vulnerability thereby creating condition vicious cycle conflict in carry systematic peer reviewed literature taking global mapping initiative gami dataset documenting occurring 15 conflict affected country compare finding record finance flow related disaster country academic literature sparse conflict affected country available study tend narrow focus particularly agriculture related rural context low income actor in contrast multilateral bilateral funding address greater diversity need including water system humanitarian programming urban area even among conflict affected country selected find disparity several country focus substantial funding others seeing little none result indicate people conflict affected context adapting pressing need diverse scholarship across various sector document broader range type result
8,Developing a framework for regional destination adaptation to climate change,WOS:000284780900006,tourism sector particularly vulnerable change often weather set parameter various form tourism despite little done assist tourism destination adapting aim moderate cope benefit consequence order manage risk reduce vulnerability most model focus risk missing potential opportunity may emerge due furthermore role tourist largely neglected provides analysis existing model tourism proposing conceptual framework regional take account supply demand side perspective consequently proposed model provides holistic approach aim increase resilience resistance implementing appropriate strategy reduce vulnerability increasing readiness capitalise opportunity presented
9,Exploring a scale of organizational barriers for enterprises' climate change adaptation strategies,WOS:000404204600004,enterprise face changing condition within daily business thus affected directly impact operation indirectly impact supply chain even enterprise aware relevance adapting exist barrier impede organizational strategy in order mainstream barrier categorization want explore scale organizational barrier enterprise strategy by developing barrier scale contribute future allowing conclusive causal explanation occurrence barrier overcome a barrier context specific decided empirical setting specific context regarding organizational in focus multinational enterprise supply chain especially stakeholder group small medium sized supplier a small medium sized enterprise stakeholder multinational enterprise relevant multinational enterprise well value threefold first present first empirically explored scale organizational barrier enterprise strategy factor analysis second describe multinational enterprise learn strategic practice concerning effective efficient supply chain and third even confirm barrier contextspecific would suggest explored scale organizational barrier context specific change strategy
10,The problem of fit: scenario planning and climate change adaptation in the public sector,WOS:000340768600004,adapting new responsibility state local government yet little clarity involved beyond expectation acting rational informed manner present victoria public servant perception experience using scenario technique it suggests scenario development often positive involved utilising scenario directly inform decision making difficult it seems scenario valuable awkward form evidence contemporary environment evidence based introducing new substantive knowledge unfamiliar form easily dismissed credibility legitimacy salience ground while scenario thinking good fit clash predictive paradigm underlying evidence based decision making model suggests better fit institutional environment alteration latter needed
11,Reconceptualizing green infrastructure for climate change adaptation: Barriers to adoption and drivers for uptake by spatial planners,WOS:000355023000015,urban green infrastructure help city adapt spatial planning play important role utilizing green infrastructure yet risk represent different sort challenge planning institution aim address two issue arising challenge first defines concept green infrastructure within context second identifies put perspective institutional barrier adopting green infrastructure including path dependence begin arguing growing confusion among planner policy maker constitutes green infrastructure definitional ambiguity may contribute inaction muddies existing program initiative green space broadly turn feed path dependency report empirical finding planner perceive institutional challenge arising adoption green infrastructure adaptive response concludes spatial planner generally recognize multiple rationale associated green infrastructure however particularly keen institutional innovation tendency path dependence propose conceptual model explicitly recognizes institutional factor contributes literature showing agency institutional dimension limiting factor advancing concept green infrastructure within context
12,"Sustainable land management for adaptation to climate change in the La Gloria community, Camaguey",WOS:000582950400004,context despite priority developing sustainable agriculture methodological resource sustainable land management slm implementation slow reinforced predominance non conservation practice impact variability background refers experience slm practice specific site lesser extent challenge innovation management process objective to improve process design implementation slm plan aimed farm la gloria community method participatory action participant observation depth interview documentary integration slm approach applied sustainability innovation management approach applied result synergistic effect slm approach agricultural sustainability local level evident improvement made process design implementation slm plan oriented conclusion applied methodological approach allows integrating r d project science technology management capacity building producer specialist enhance synergistic effect sustainability agricultural practice local level sustainable land management approach variability evidenced farmer adoption nature based solution
13,Gender-Ethnicity Intersectionality in Climate Change Adaptation in the Coastal Areas of Bangladesh,WOS:000939995600001,effect uniform disproportionate impact among different group people within community it therefore important understand underlying issue intersectionality human well aim measure human capability freedom choice analyzing perceived impact current ability among ethnic non ethnic community bangladesh applies range participatory rural appraisal tool key informant interview ass impact considering gender ethnicity woman coastal region le access resource service social capital cultural practice directly indirectly influence woman limited participation decision making process family community level impact vulnerability well in consequence woman capability must focused moderating vulnerability risk developing effective adverse impact natural hazard
