,title,wos,clean_abstract
0,Driving the agenda for climate change adaptation in Norwegian municipalities,WOS:000320956800008,absence clear signal norwegian state concerning provides opportunity investigate municipality addressed others although difficulty associated implementing well documented le known individual take lead on basis depth interview interaction eight norwegian municipality begun working examine added local agenda find planning progressed municipality official engaged actively seeking external expertise support conclude without clearer national policy greater resource allocation legislation within norwegian municipality unlikely progress
1,"Effects of quality coffee production on smallholders' adaptation to climate change in Yirgacheffe, Southern Ethiopia",WOS:000692778400001,purpose purpose ass effect quality coffee production using household survey interview data gathered coffee farmer yirgacheffe southern ethiopia design methodology approach a sample 352 household stratified conventional coffee farmer 232 66 specialty coffee producer 120 34 used propensity score model participating quality coffee production estimated using 14 covariates impact quality coffee production examined result augmented qualitative data collected focus group discussion key informant interview held randomly selected smallholder farmer a telecoupling theoretical perspective used understand link coffee farmer practice demand quality coffee coffee global commodity finding psm analysis reveals quality coffee production positively influence implies conventional coffee producer would performed better participated quality coffee production result group discussion also confirm positive effect quality coffee production also suggests positive spillover effect sustainable coffee farm management practical implication suggests enhancing quality coffee production essential sustainable resilient coffee livelihood envisioned originality value though many study available general one study focusing effect quality coffee production smallholder one least developed country ethiopia provides better understanding importance strategy specific coffee production turn help develop resilient coffee sector coffee production one sensitive activity
2,"Impact of climate change adaptation on food security: evidence from semi-arid lands, Kenya",WOS:000691565100001,management rangeland including strategy primarily responsible stimulating livestock productivity consequently improves food security investigates impact adaptation food security among pastoralists semi arid part kenya received due attention date using endogenous switching regression model current revealed pastoralists food security increased significantly employed measure adapt result also showed wealthier household livestock food secure comparatively poorer household le livestock furthermore uncovered high prevalence food security among educated household therefore recommends kenya semi arid land pastoralism primary mean livelihood policy advocating adaptation strengthened also fundamental building pastoralists strategy consistent monitoring use early warning system communication pertinent information farmer particularly pastoralists
3,Adaptation to Climate Change by Australian Farmers,WOS:000699249600001,form higher temperature change rainfall pattern natural disaster reduce return current farming choice produce production method variation across region uncertainty magnitude call diverse mix adaptation across different region individual farm considers institutional structure effective australian farm it argued rerun history successful farm new technology change output input price natural variation circumstance repeated individual farm benefit incentive reward revise decision combine better individual outcome complementary support government includes provision weather forecast information support new technology help evaluate pro con alternative choice provision social safety net unable adapt
4,Climate Change Adaptation Strategies and Constraints in Northern Ghana: Evidence of Farmers in Sissala West District,WOS:000435587100180,finding indicate african country vulnerable result challenge poverty weather extreme insufficient governmental agricultural support for reason researcher used sissala west district case determine factor influencing farmer strategy used avert impact a total 330 small scale farmer sampled survey 150 key informant used focus group discussion utilizing logistic regression model indicated irregular rainfall high temperature weather information high evaporation factor highly influenced farmer ability adapt a weighted average index used measure weather extreme revealed drought temperature highest level occurrence furthermore strategy assessed showed agroforestry practice drought resistant crop mulching preferred method concluded farmer ability adapt improved environmental protection agency ministry food agriculture intensify campaign increase access weather information train farmer adaptable strategy including limited alternative source livelihood
5,Sustainable Climate Change Adaptation in Indian Country,WOS:000405925000005,much academic literature policy discussion sustainable development focus poor developing nation yet many tribal community inside united state include marginalized people developing nation face structural barrier effectively adapt there need critically examine diverse risk indigenous people united state many structural barrier limit ability adapt us sustainable framework outline context relationship power authority along different way knowing meaning illustrate underpinnings tribe barrier sustainable background structural barrier tribe traced case water right management wind river reservation wyoming used illustrate interplay policy culture justice limit included discussion ruling big horn general stream adjudication hindered tribal limiting quantity tribal reserved water right tying right sole purpose agriculture undermines social cultural connection land water failing recognizing tribal right groundwater future projection suggest increasing temperature change amount timing snowpack along receding glacier impact water availability downstream therefore building capacity take control land water resource preparing drought wind river reservation critical importance
6,"Factors Influencing Farmers' Climate Change Adaptation in Northern Ghana: Evidence From Subsistence Farmers in Sissala West, Ghana",WOS:000437812000006,most african country vulnerable result poverty weather extreme insufficient governmental agricultural support using case sissala west district factor influencing farmer strategy used avert impact determined a total 330 small scale farmer sampled view analysed using logistic regression model weighted average index frequency table weighted average index used rank opinion 150 key informant focus group discussion utilizing logistic regression model indicated irregular rainfall high temperature weather information high evaporation factor compelling farmer adapt weighted average index used measure weather extreme revealed drought temperature highest level occurrence furthermore strategy assessed showed agroforestry practice drought resistant crop mulching preferred method concluded farmer ability adapt improved environmental protection agency ministry food agriculture intensify campaign increase access weather information training farmer adaptable strategy including limited alternative source livelihood
7,"Determinants of climate change adaptation strategies used by fish farmers in Epe Local Government Area of Lagos State, Nigeria",WOS:000333970400028,background undesirable impact common occurrence made fish farmer developing country adopt strategy however little known determinant strategy used fish farmer therefore articulates novelty well ascertains determinant strategy used fish farmer epe lagos state nigeria result strategy mostly used fish farmer include frequent seeking early warning information 76 7 avoidance area susceptible flooding 60 0 strategy used fish farmer significantly influenced access early warning information beta 7 21 knowledge farmer strategy beta 8 86 access capital beta 28 25 participation workshop conference beta 37 19 reduced number fish stocking beta 2 06 conclusion strategy used fish farmer autonomous mostly determined access credit facility information development policy focus carbon capture storage technology order reduce adverse impact well making early warning information available fish farmer these enhance
8,Non-climatic stressors constraining adaptation to drought in rice-farming communities in the Philippines,WOS:000673883700001,in non climatic stressor concept used describe different type stressor people faced adapt impact usually however concept loosely applied literature in current conducted interview farmer drought prone rice producing province philippine better understand type stressor face adapting overall 87 farmer 17 key informant 4 expert participated a range qualitative method used including interview focus group discussion windshield survey finding suggest two main type stressor direct distal direct stressor e g bureaucratic hurdle poverty factor directly affect ability adapt distal stressor e g infrastructure development national development stressor appear related yet affect outcome significantly recognizing taking account two type stressor help improving design intervention farmer dealing impact
9,Gaps in provincial decision-maker's perception and knowledge of climate change adaptation in China,WOS:000370900400005,perspective knowledge decision maker especially provincial level great impact progress china therefore identifying knowledge gap enhancing awareness decision maker level important based aim conducted survey awareness among 85 administrative management personnel governmental department responsible planning five province finding revealed half respondent knowledge measure extent understanding varied across different aspect region among different aspect understanding measure related human health protection lowest a large majority respondent indicated eagerness obtain knowledge information main barrier lack training learning material when making plan policy greatest obstacle expressed funding shortage information generated provide direction guidance training educating provincial decision maker order improve level planning policy making
