,title,wos,clean_abstract
0,Measuring Progress on Climate Change Adaptation Policy by Dutch Water Boards,WOS:000412744400011,netherlands particularly vulnerable impact water system regional water authority water board given important role design implement specific policy measure manage impact from early 2000s onwards water board starting adapt impact yet systematic assessment exist ass whether progress made explains similarity difference across water board aim address critical question analyzing progress dutch water board period 2005 2016 systematically collected analyzed three consecutive water management plan 23 water board netherlands use content analysis method analyze progress looking vulnerability three level recognition groundwork action result show time number reported initiative water board increasing still recognition groundwork level our finding reveal diversity effort adapt among dutch water board conclude inter national water policy called action regional level unequal progress across netherlands suggests existing soft policy measure push might sufficient ensure progress across water board
1,New Directions: Adapting air quality management to climate change: A must for planning,WOS:000301561100044,while primarily thought water weather infrastructure issue air quality air quality management important aspect air quality heavily intertwined air quality need considered mitigation strategy also management adapting published elsevier ltd
2,Towards a diagnostic approach to climate adaptation for fisheries,WOS:000328622900006,a diagnostic approach fishery proposed define potential pathway well managed fishery traditional vulnerability risk assessment tend focus biophysical threat opportunity thereby need done adapt our diagnostic approach move analysis focus process development adaptive capacity structured achieve desired outcome using well grounded framework diagnostic approach move system description characterization challenge opportunity two stage analysis validation definition embedding option pathway framework include contextually relevant variable accommodate evaluation outcome comparison across scale context such approach serve basis enabling stakeholder identify challenge opportunity explore prioritize option development implementation legitimate pathway
3,"The status of climate change adaptation in fisheries management: Policy, legislation and implementation",WOS:000670220600001,altering ecosystem fishery throughout world ocean demanding adaptive governance conserving managing living marine resource while region fishery management system address wider ecosystem dynamic within management framework decision making may facilitate resilience remains shortfall term directly incorporating fishery management legislation implementation ass current state implementation fishery management policy legislation across 11 national case study based government document primary literature overarching goal understand key element gap existing fishery management policy legislation context given recent reform fishery management policy legislation across nation examined political recognition need address fishery management appears increasing albeit formal mandate objective fishery management largely missing based recommendation achieving adaptive fishery management regime developed overall help inform broaden scope management approach tool accelerate move towards adaptive fishery management account impact fish stock fishery society depend upon
4,Nature-based solutions (NbS) and climate change adaptation in Bangladesh: does planning law facilitate NbS for climate change adaptation in Dhaka?,WOS:000879260700001,flooding exacerbated ecosystem function wetland assist mitigating risk contribute nature based solution nb emerged alternative exclusive reliance grey infrastructure drive response flooding critically examines role planning law facilitate nb urban context dhaka bangladesh explore following question land use planning law bangladesh help facilitate establishment maintenance nb assist adapting flood risk ass existing planning law ability integrate nb urban context managing competing incompatible land use upholding strong transparent equitable governance find inability enforce regulation lack early consultation engagement present serious impediment implementing nb planning law development policy dhaka contributes disconnect high level policy document implementation ground thereby undermining intervention
5,Institutional design propositions for the governance of adaptation to climate change in the water sector,WOS:000300817500008,provides evidence based contribution understanding process water governance system netherlands south africa it build upon work ostrom institutional design principle local common pool resource system argue dealing complexity uncertainty related impact e g increased frequency intensity flood drought additional adjusted institutional design proposition necessary facilitate learning process especially case dealing complex cross boundary large scale resource system river basin delta area netherlands south africa groundwater system western in provide empirical support set eight refined extended institutional design proposition governance water sector together capture structural agency learning dimension challenge provide strong initial framework explore key institutional issue governance these institutional design proposition support management learning approach dealing complexity uncertainty they specify blueprint encourage tuned specific feature local geography ecology economy culture
6,Climate change and water resources in the Lower Mekong River Basin: putting adaptation into the context,WOS:000208392600001,become one focal point current development discussion summarises finding multidisciplinary project looking impact mekong river basin southeast asia highlight central role hydrological cycle mediating impact ecosystem society finding indicate studied isolation several factor affecting hydrological cycle in mekong important factor going hydropower development likely induce change least radical shorter timescales concludes broaden view consider environmental change likely occur due different factor various spatial temporal scale it also important recognise dynamic development orientated process consider also broader socio political context to enable propose area based approach used actively complement dominant sector based approach
7,Investment timing decisions in hydropower adaptation projects using climate scenarios: A case study of South Korea,WOS:000398135300042,alters energy production existing hydropower plant old established facility hydropower insufficient handle change runoff these facility retrofitted adapted hydropower two purpose first fully utilize future water resource maximizing electricity generation second generate profit return investment cost investment depends issue scenario investment cost timing implementation since future scenario intrinsically time dependent investment timing biggest issue propose adaptive investment model aim determine timing investment using real option valuation aim comprises four step identification hydropower step 1 calculation key variable step 2 real option valuation rov step 3 decision making step 4 model allows investor ass economic feasibility suggests optimal investment timing a case involving chuncheon hydropower plant south korea demonstrated aim could generate effective strategy
8,Climate change adaptation strategies in the Mekong and Orange-Senqu basins: What determines the state-of-play?,WOS:000285128000008,challenge governing transboundary water resource expected increase resulting need adapt impact temperature increase precipitation wet season le dry season in number transboundary basin international regime particular river basin commission emerging account challenge some basin however rather advanced term developing strategy others nascent stage for two case study orange senqu mekong river basin attempt explain different degree progress towards applying regime effectiveness analysis first analyze using activity diagram ad management transition framework mtf stage policy formation process two basin then attempt explain different degree progress towards mean regime effectiveness theory variable indicating regime effectiveness taken literature developed suit context find different degree progress partially explained variable regime effectiveness characteristic rule procedure organizational structure role riparian country well international context at time analysis point need analysis additional factor potentially shape decision making policy process international river basin hydrological political socio economic setting b underlying principle regional cooperation conflict
9,"A historical, scaled approach to climate change adaptation: the case of Vietnam",WOS:000582466300006,shed light scaled historical dynamic inform framing program it look particularly influence domestic versus global rationality program novel joint governance political ecology framework it setting water management vietnam based historical view semi structured interview document policy review i examine historical water management vietnam current water management program identified by analyzing historical scaled political rationality inform framing current program i find program formulation reflects domestic ated rationality rather novel global agenda suggests universalizing account overlook significance situated historical factor formulation program furthermore illustrates political rationality rescaled gaining traction within new institutional scale program enacted finally underline inherent power implication struggle determine whose rationality prevail program formulation
